,Review,Grade
1115,"As a long time Pokémon fan I’m sad to say that this game is by far the worst Pokémon game I’ve ever played. I bought a switch mainly for the excitement I felt about a Pokémon game finally coming to a console...my switch now collects dust. AND NOW GAMEFREAK WANTS TO CHARGE FOR EXPANSIONS WITH WHAT LITTLE THEY PUT INTO THE POST GAME?! Big slap in the face to all the life long Pokémon fans. Gamefreak pass the Pokémon franchise on to game developers and writers that actually care about video games because the way your company has been making these games the last few years has been horrible. I hope the next Pokémon game is a redemption because if not the franchise will no longer be appealing to anyone. And I’m not review bombing just to be a jerk, it’s because I care deeply about Pokémon and want to see it return to its glory. You get a 1 because some new Pokémon designs were good. Collapse",1
1116,Animações porcos e mal feitas e não tem quase nenhum desenvolvimento dos personagens além de não atribuir em nada o universo pokemon mas pelo é divertido as raids principalmente.,6
1117,Franchise ruined by lazy GreedFreak who refuse to put any effort into their games anymore and push out games every year like it's Call of Duty. Pokemon died after Gen 4.,1
1118,"Not worth. The game has barely any content and what little it has, it isn´t that good to begin with. The game took less than 8 hours to beat its main campaign and around one or two for the lackluster postgame.

The story is bad: doesn´t make sense, has little to none character development (only Hop shows significant growth) and is not engaging at all. I dont usually care much for the story in Pokemon games but this time it was unbeareable.

The wild area, the main selling point of this game, is absolutely dissapointing. It is basically Hyrule field from Ocarina of Time (N64 graphics and all), just as empty and uninteresting but has some Pokemon popping out over the place.

Gamefreak lied directly to the face of the playerbase. They stated they were cutting the Pokedex to polish the game some more and improve models and animations, which we now know it is completely BS since it has been proving these have been imported from the 3DS meaning they are the same from 2013.

Finally, the gameplay. There is some good in SWSH, like the music and some of the new designs are actually good but these are all swept under the rug because of the horrid gameplay.

Remember in past Pokemon games where there were dungeons like Silph co., Sky Pillar, the numerous caves, buildings and more? All gone. Galar is one straight line from beginning to end. Traversing the world was brief and boring and while some towns showed interesting features (like Stow-on-side and the Digglet statues) they had barely anything inside to interact with.

But the biggest offender here is the battling. After all, it is Pokemon´s main attractive. Dynamax is a horrible mechanic as it is basically a nuke button and every battle revolves around who has the bigger nuke making battles really repetitive. Even if mechanically the system is flawed, aesthically isn´t good either. Again, animations from the 3DS are reused and some aren´t even good to begin with. Some attacks just have the model rotate around or hop statically a few times while the iddle animations are bland and do not express any personality. If you compare battles in SwSh with battles in previous home console iterations (Stadium 1&2, Battle Revolution, Colosseum) Swsh is really boring and unappealing to watch.

I can´t stress this enough but he game is plain bad. I´m mad I bought this game, I´m mad Gamefreak lied to players and I´m mad Pokemon is going downhill as a franchise. Collapse",0
1119,"Pokemon Shield


“Okay” at best. , but for me - someone who has played and owns at least one game from each generation for the last 20+ years - this entry was hugely disappointing and may have killed my love for the franchise overall. This isn’t the first Pokémon game to cut fan-loved features and content included in previous entries, but it’s certainly the most egregious. In addition to cutting the roster of compatible/playable species down by more than half, the usable moves afforded to the remaining ones have also been culled by a considerable margin. Mega evolution (Gen 6-7) as a mechanic has been dropped entirely (reducing the amount of unique designs even further), Z moves (Gen 7) are gone, following Pokémon (appeared in the Let’s Go games a year earlier) have been dropped (though re-added behind a paywall in the latest DLC for a single area), rideable Pokemon (also from the Let’s Go games) have also been dropped, and the various special skills / field moves (Let’s Go upgrade to HMs) have been removed as well leaving the uninspired stamina-based bike as the only unique traversal/exploration method in the game. Shiny Pokémon appearing in the overworld (another Let’s Go improvement) has also been removed, and the new method for finding shinies in tall grass is bugged at the code level with no acknowledgement from the devs or any fix in sight. This list of dropped features is only in comparison to the most recent games before Sword/Shield - if we were to go back further the list would expand tenfold.

In terms of what the game does offer, there isn’t much. There’s a barebones single-player campaign where you collect badges from the gyms (like every other mainline Pokémon game), and then a mini tournament at the end. The story for the entire game could be condensed to a single paragraph and doesn’t go much further than “bad guy tries to use legendary for bad stuff at the end”. The writing is flat, all the interesting events happen offscreen where your player can’t see them, the animations in battle/cutscenes/etc. are very inconsistent with a few being nice but the rest looking like they were made for a handheld. There’s also the weird choice of characters moving their mouths but no voices coming out - especially awkward when you attend a rock concert where a character plays a guitar and “sings” but the entire scene is silent. The new Dynamax mechanic is flashy and interesting for one, possibly two battles and then becomes tiresome. The raid mechanic is more frustrating than fun with all its limitations, and the online component is infuriating to use and rarely works as intended.

When I finally beat this game (and the 1 hour “post-game” quest it included) I was happy - not because I enjoyed it but because it was over. I put in my time like a good little consumer and now I was allowed to offer my opinion on it. It was a bad experience that I paid twice the price for compared to previous entries and barely got half the enjoyment. Collapse",4
1120,"This is my first game in the Pokémon series, so I cannot compare it with the previous installments. For a beginner, this is a good game that allows you to immerse yourself in the atmosphere of adventure that was in the old anime series.",6
1121,"Un juego Recortado, eh incompleto, muy mal, le falta mucho por delante, y recortaron el juego solo para cobrar mas. las gráficas son las peores",0
1122,"This review contains spoilers. for the first main Pokemon title for a big system, the game is very mhe.

the new pokemon are good, with a lot of ones i like.
but the story is very underwhelming. every time it starts to get interesting, the someone tells you not to worry about it and just go to the next gym.

it also doesn't help the final boss is a guy so worried about something that won't affect the region for almost 1000 years, that he can't wait one day for the champion to do something then come help him with his plan.

the gimic of this game, dinamaxing, also isn't as fun as i thought it would be. yes its neat to encounter large wild pokemon, but outside battling the gym leaders, the tournament, and maybe 3-4 random times, the gimic isn't used. its a water down mega evolution mixed with Z-moves.
(even worse is both Charizard and Gengar have new forms dispight already having megas)

its a good simple game, but not much more then that. (this review is not counting DLC) Collapse",7
1123,"Por partir el juego en trozos y venderlo a precio de oro, por traer una generación tan corta, por no mejorar los gráficos que parecen de 3DS, por la pokedex nacional incompleta por no llevar megaevoluciones, este pokemon no merece la pena.",4
1124,"El juego esta incompleto, y te lo venden a trozos , las versiones anteriores tienen mas contenido que este.",0
1125,el juego es decente pero pudo hacerse mejor las graficas en algunos puntos en estan bien en otros no las animaciones pocas son buenas y reusan demasiado contenido de sol y luna pero en general es disfrutable y tiene el mejor competitivo de la saga en mi humilde opinion,7
1126,"This game has some good stuff, i actually like the new pokemon designs, the soundtracks are really good, the story even though it felt short, is enjoyable, has some useful new features like the way wild pokemon appear, how ever, these pokemon games are very disappointing, they removed 60% of the pokemon in order to ""improve graphics and animations"", how ever, the graphics are relatively poor, and animations didn't really improve much if any compared to previous games, the post game is really bad, the battle tower is a horrible downgrade from previous ones, no multi battle option here, online multibattles have a horrible system, i personally enjoy doing multibattles in the battle towers with my friends the most in the post game, or being able to queue with a friend to team up against other people online, how ever, this is not possible in these games, they removed features fans love like mega evolutions and Z-moves, they took away options from the players and sold them out as ""new features"" like forcing you to exp. share, the cities feel empty, overall the game feels rushed and incomplete, as someone who has play pretty much every single pokemon game from the main series, this game was insanely disappointing, it feels like GameFreak does not care about the fans or their games, just about the money Collapse",1
1127,"Worst gen ever. Compared with other games on Switch, the graphic Sword & Shield is not good tbh. But let's forget that, Pokemon is never good with the graphics. But excluding hundreds of Pokemon from the game? Making such a boring story with absolutely no innovation? Selling a DLC with such poor content (oh, that's nice. at least is not ultra sword & shield) ? Game Freak and The Pokemon Company seems very satisfied with what they have right now and have no intention to improve anything in the Gen 8. The only good thing about this gen is getting a Pokemon ready for online battle is much easier than before. Unfortunately I don't like online battle. So screw it, worst Pokemon game ever for me. Collapse",2
1128,"More of the same, next generation of Pokémon and we still see same combat mode no effort in the game Nintendo is just milking the franchise",2
1129,"Aventura divertida, competitivo decente, el arte es muy bonito, lo negativo los gráficos son de generación pasada y la poca cantidad de monstruos",9
1130,"This game is fun, the story is good, even though I didn't like the end. Every character has their own personality. GF always gets better with characters, story and OST in new games. New Pokémon are very cute, they all are very caracteristic. BUT, this game has lots of problems that distract you from the good points. Of course, graphics and animation, those are very bad, and they can't justify the choose of Dex Cut... I honestly don't really care about that, but the Cut was done so GF could improve graphics and animations, which has not been done. There are also problems with how they hand backgrounds... for example, there are 2 battles with a character on 2 different bridges, but only 1 of that has the bridge background. So I think this game was done in 1 year, without lots of quality checks. The online wasn't clearly test, because it's terrible. And this is a big problem for a game with a poor post game. Collapse",7
1131,"The beginning of the decline of pokemon, since the change to the 3d, gamefreak and the pokemon company have found the goose that lays the golden eggs doing less and less effort in each delivery, game and putting more abusive prices than the previous one with absurd dlcs that Supposedly they fix the content of the game, it is very sad that they give a kick to the fans that we have supported these games to only become more and more casual with other players, the exploration factor is totally suppressed in addition to the story, getting to do an annual installment to get the maximum possible benefit, when they could use that money to hire more people and that the final product becomes of quality like other games like super mario odyssey or breath of the wild Collapse",0
1132,I HATE THAT **** ICE LEVEL WHERE YOU FALL THEOUGH TJE SNOW I HATE IT AND WHEN MY DAD LEFT I DIDNT KWNWO WHAT TO DO BUT THEN I PLAY POMXKON SWOFDAND SHIELD AND I FALL THROUGH THE SNOW **** YOU **** YOU SONY I HATE YOU REMOVE THE ICE LEVEL ****,0
1133,"As a massive pokemon fan this surely has been the most disappointing main game yet. The fact that game freak is making us pay extra to ""catch them all"" the lazy animation and some lazy graphics too. Also the story and plot are really boring and the villain has to be the less memorable of them all.
On the other hand, the game has a beautiful soundtrack and the multiplayer raids it's something that really is appreciated.
The champion is actually great, with some charisma and it's actually pretty hard to beat unlike other champions before.
Overall it's a mesh game, not to bad but not too good. Collapse",6
1134,"Pokemon Gen VIII/8 is some mixed feelings for me at its core it's a Pokemon game but doesn't really improve on anything its basically the same formula since the beginning of the franchise. The new addition is the wild area which is great but what's not great so you can't catch a pokemon that's slightly higher level then your pokemon like if your Pokemon is level 28 you can't catch a level 32 Pokemon, which in my opinion is very dumb. I think The Pokemon Compay should get another company to handle the mainline Pokemon games due to Gamefreak just being done with Pokemon. Gamefreak did handle all the work but I think their workers would be super tired of doing franchise over 20+ years yes I did repeat myself but this needs to be addressed, I'm excited that they are doing DLC instead of making other versions of the Gen 8 games so maybe this a step in the right direction. Oh another thing I didn't like is we lost Megas do to lets make Pokemon gigantic so I hope that for the DLC we get Megas back Collapse",5
1135,"Нет русского языка. Игра и так не шедевр, а без русского вообще шлак. Русский язык третий в мире, но разработчику пофиг.",2
1136,A really basic RPG. Nothing special about it. A few fun moments. Poor graphics. Poor story.,6
1137,"Fun game to play with friend a family, if you are a big pokemon fan but it.",7
1138,"Tbh this game is not good. I just cant understand people who are saying that generation 8 should be the best. It just steps back. If you still want to go through this game, expect like 25 hours, which is definitely the shortest Pokemon game, less content, a story that is non-existent and a rushed game in general. But that is not enough, they destroyed Competitive Play with that 20-minutes-timer. The new feature the wild area is not really good, its like an excuse for doing less routes because you have to go through it many times instead of going on a new route and your wont be able to see new stuff there. Playing online while being in the wild area is a pretty bad idea, players gonna teleport around and the performance will be even more bad. The bad graphics is a point you can really see in the wild area, nothing looks really impressive plus things and NPCs are just appearing right in front of you. The only good thing about this game is probably the design of the characters which looks pretty decent. So should you play it? No. Should you play it if you are a big fan of Pokemon? No. And now, they want more money for more Pokemon in the DLC, I cant say how good or bad the newest DLC is, but one thing Im sure about is that Im not gonna waste any more money on Pokemon.
Title: Worst Pokemon main game. Collapse",2
1139,the game is lackluster and they held back pokemon for the 2DLCS....and the one dlc that realised was bad,5
1140,"This review contains spoilers. What this game describes in game freak is very different from what I felt when I was playing. What is more regrettable is that the characters in the game plot have an interesting background and excellent design, but the story they are arranged in the game is too simple and boring Collapse",0
1141,"I really wanted to enjoy this game. I ignored all the bad reviews and bought it anyway to give it a fair shake.

BUT the game is just not a good game. It did some things well, and had some nice additions, but overall the game took 2 steps forward and 5 steps back. The magic and spirit of Pokemon is missing.

The biggest complaint is how easy the game is. It's so easy, that it completely ruins any enjoyment of the game, everything seems inconsequential. From gym battles to even catching ""rare"" pokemon.

Between EXP share always being on, and the EXP candies, the game is near broken. And in the DLC you get an EXP charm boosting EXP even further. I barely fight trainers or wild pokemon. Much less than you would have to in say gen 1-4, and i am 10-20 levels higher than every gym or trainer. I could EASILY be 30-50 levels higher if i grinded for even an hour on Raid battles for EXP candies. I just about 1 shot every single pokemon i face, even without type advantages.

You CAN avoid the EXP candies, but you shouldn't have to set obstacles by omitting features of the game to get enjoyment. And without them, the EXP share is still too overpowered and can't be turned off.

Everything down to the smallest detail is dumbed down. Gen 1-5 your rival always chose the starter that had a type advantage against you. In this game the rival chooses so YOU have a type advantage against him making it even easier. Your move selection tells you what is super effective, or not effective now. It's like they thought of every possible way to hold your hand.

This is completely avoiding the other issues it has as well like the national dex cut, the poor performance of the game, DLC just to get all pokemon, bland story, etc.

I could forgive ALL of that, if the game was challenging and fun. But it just isn't :(

I can only hope they learn and make the next game better. Because the potential and possibilities are endless on the switch for pokemon. To those saying ""Pokemon was always easy"", sure it was easier than some other RPG's, but you still needed to grind and be smart about your pokemon/move choices. And i don't know a single person who NEVER got wiped out by a trainer at least a few times over the first few games. Collapse",5
1142,"It's sad that a company with so many resources did this.
FPS problems, there are no strategy in the RPG and it's sooo easy... can't disable the XP share...

The only thing that it doesn't make me regret buying it, is because I never played a Pokemon game since Pokemon Silver. But I still think that I maybe regret it anyway.",0
1143,"Nice but not enough.
The new adventure starts as every generation, it is impossible to contain the hype as you are in a new region, you meet new characters and so on. The problem starts with the unbalanced battles and the lack of interest to keep on playing, why? Well, basically the game rush through the main story, suddenly characters burst out of nowhere with no reason at all ( as Oleanna being wicked towards you). The only character who deserves our attention, is Hop, he grows at the same time we grow and he end up being an amazing rival.
Anyway, GF put all their efforts in this game, but still is not enough to what habitual players are looking for and how the game feels like a long demo and not a complete game. Therefore, the Galar experience turns into something boring and when you end the main story, there is nothing more to do in the game, like back in the first generation.
In conclusion, as a huge Pokemon fan, this game is not that bad as to receive such bad critics, but somehow it fails in the main story and the experience of training your pokemon as the Exp share in this generation makes the game a complete joke Collapse",5
1144,"I've been playing Pokemon since 2004. I've played every main series game since the GBA era and this is my least favorite Pokemon game of all time. Honestly, I bought this game because our gamestop was closing down and it was on sale. I plan to buy the DLC but rn, I'm just waiting for the next generation.",3
1145,"Boring, nothing new, a bad game is a bad game. It feels like a 3ds game.
Spend your money else where",2
1146,"I’ve played every single Pokémon game and I can inform you that this is the worst game in the franchise. Gamefreak decided to cut more than 55% of all Pokémon to take more of your money with dlc. Second if they were gonna do that at least make the game good, this game is complete trash, when it comes to story and difficulty. I could give this game to a 5 year old and they would be able to beat it. In Gen 6 to Gen 7 (excluding the Let’s Go games) the exp share was OP but at least you could turn it off, but in these games you don’t have an option. This makes every battle easy as hell. Also the friendly rival is trash, his Pokémon will always be 2-5 levels below yours. Also the lack of post game hurts. It’s like they took X and Y’s lack of difficulty and lack of post game and called it Pokémon Sword and Shield. Lastly they took away not only mega evolutions but also z moves, making the gameplay predictable. It’s safe to say that gamefreak doesn’t care about their fans, they only care about money Collapse",0
1147,"When the trailers and announcements first started appearing rumoring the absence of a national Pokédex and the inclusion of only 400 of the 809+ Pokemon (now 893+), I didn't have the urge to buy it like I did for all other main line pokemon games. Especially with the exclusion of Mega evolution, and the poor cutscene animations, the game had needed much to be desirable. Despite gamefreaks promise of there being completely new pokemon animations and cutscene animations, they were still clearly present with many pokemon animations appearing as far back as 2 generations prior. This however I believe is not really that perplexing despite the developers' promises as old assets are often used in newer games naturally to save time, resources and production cost which should instead be used to improve upon other parts of a game.

The wild area graphics such as the infamous tree textures and the stiff pokemon animations are obviously a big let down, I remember the many comparison made to it, most notably the open world of Zelda: Breath of the wild. Despite the wild area being a rather shoddily done job, and being it having much to be desired, I am not particularly displeased as it is the first open world experience in pokemon and the wild area itself is magnificent. It also seems that gamefreak has used some feedback to make the open world of the Isle of Armor DLC. I bought it near launch regardless and found the story and gameplay to be great. Contrary to popular opinion I believe dynamax is a great gameplay mechanic added to the game albeit being a less enticing combination of mega evolution and z-moves.
It has many competitive benefits and is a great aid in any battle. I believe that the competitive scene can truly be cemented with the inclusion of dynamax, mega evoltion and z-moves, allowing for much more stretegic play and a lot less stalling due to an increase in wall-breaking.

The story itself heavily differed from the traditional stories of old pokemon games as there was no villain team. It had some similarities with Sun and moon's story. The characters however were much more well thought out than in previous games such as the character development of Hop being similar to Wally but much more involved. Leon being made to appear as a great champion much more than any previous game's champion, even going as far as having a remix of the hall of fame being his battle music which perfectly encapsulates his persona and character arc.

The music in this game was absolutely fantastic with some being nearly or as good as Zinnia's battle theme, PWT final battle theme, Ultra necrozma's theme etc. To name a few, we have Marnies's and Bede's battle themes, the battle tower battle theme made by the living legend Toby Fox, the champion battle music, the wild area music, Mustard's final battle theme etc. I believe gen 8 music overall is nearly on par with gen 5.

To name a few unmentioned but nice mechanics: the apparel and customisation in this game, camping and curries, trainer card customisation, pokejobs, max raids, enhanced experience training, nature mints, an actual pokemon 'league' that makes much more sense, and pokebox system.

One very important and much appreciated thing this game has that no other pokemon game has ever had is a DLC. To explain very briefly why this is the best thing to ever happen to mainline pokemon games: every other mainline pokemon game to come out has always either been a remake or a second version of the game, what concerns us however are the second versions (such as Yellow, Crystal, Emerald, Platinum, Black 2 and White 2, Ultra sun and Ultra moon) all of which had additions and improvements to their older counterparts but too miniscule to be considered worth buying, this is apparent in their sales also as these games have significantly less sales. What the DLC does to benefit us and game freak is rather obvious, it gives us new content for less money whilst guarenteeing a lot more sales than a second iteration would. If this is gamefreak's new formula for the mainline games, it will greatly benefit both parties long term.

Overall, the absence of key battle mechanics from the past two generations including the absence of many many moves and pokemon definitely knocks off a few points from my rating of the game, as does some poor animations and clear laziness in some parts of the game's development. However, this game is great like any other mainline pokemon game, it has all the mechanics and quirks befitting its status as being part of one of the most illustrious, and important series of games to ever exist. I believe it is a great addition to gamefreak's collection and also an important learning curve for gamefreak. Despite how well-received the game wasn't, I personally still believe that it excelled in many ways and performed better than many of its predecessors in some aspects, and will be remembered as an important game for how great it was and how bad it was. Collapse",8
1148,"Pokemon Shield was my first console game and the reason why I wanted to have the Switch Lite, the Zacian edition, and the Zamazenta. Generally, Pokemon games come with a demo to see how good it is.
The game isnt bad as haters describe it and there were so many videos criticizing it for the same reasons: the graphics. Viejo, if you want a game with better graphics, buy a PC and go.
The story could have been a bit more careful, quite lazy and the DLC does not help either. However, it does raise the mark a bit in some scenes with adult connotations.

My grade will actually be a 7, but it goes up one more point due to the fact that it was my first game on this beautiful console. I understand the point of the subject of the graphics, I am not going to get like the stupid haters, but I think that with the early release of Legends Pokemon Arceus, everything can change. Collapse",8
1149,"Esta nueva edición de Pokémon nos ha traído cosas muy buenas como la música, los diseños de las criaturas, los mejorados gimnasios y una mayor facilidad para introducirse al mundo del competitivo. A su vez, estas cosas buenas vienen acompañadas de otras horribles como los gráficos, que son bastante flojos para una Switch; algunas animaciones y texturas o incluso la historia del propio juego, la cual no tiene consistencia. Collapse",7
1150,"Score: 7
-----------------------------------------------------------------",7
1151,"Pkmn Shield and Sword are not bad games, they're pretty acceptable Pkmn games, but the problem is that we've been playing the same type of games for two decades. Pkmn needs a big change as Zelda has done with Botw. And Nintendo Switch is the perfect platform for this change. I seriously ask Game Freak and The Pkmn Company to try something new with this franchise. In addition, I think this game could be very better in technical aspects, it looks like a 3ds game with HD resolution, while there are other games on Switch like Mario Odyssey, Zelda BOTW, Mario+Rabbids or Doom that look amazing. Collapse",7
1152,I think there is alot of negative reviews here the game isn't bad but its not amazing its a pokemon game with open world which is pretty cool but battles are too easy,6
1153,"It’s easy to hate on the game because of the graphics, however even if the graphics were better, would this be a memorable experience? In what is in my opinion are worst the worst games to date, Pokemon must wake up and realise it needs to take a leaf out of it’s book and evolve. From a boring world and open area with next to no little grooves and hidden areas to explore, to the the abysmal and uninteresting story, these games are a hugely disappointing and lazy entry in the franchise. The open area seeks to be something intriguing but instead is a mess, where Pokemon only roam wild when you are close enough for them to pop in, the first encounters may amaze you but it grows old very fast. The DLC adds more to the wild area idea and is definitely a more polished and likeable wild area(s). However these games have let themselves down hugely nonetheless. Collapse",6
1154,I really don't care about the missing national pokedex and the ugly trees. I just enjoyed the game the way it is.,9
1155,"Pokemon formula has been proving to be timeless for many generations of consoles. Here we are, at the brink of a new decade, with Pokemon being the highest-grossing media franchise of all time, and yet it seems like for a good and polished game we will have to wait another few years.
Every part of the game feels like it's unpolished in some way, the story is predictable and not interesting in the slightest and there are many additions which feel unnecessary, and the resources put to make them appear in the game could have been directed to making graphics look better or making multiplayer work intuitively.
If you haven't played any Pokemon game for some time, go and grab this one (the best option being resale), as it still is a fun game. The Pokemon mechanics still work really well in 2020, the thrill of catching new monsters and making a team is still there, and the new Pokemon designs are very well done. It's just that Pokemon deserve better and releasing a game like that considering the franchise's position is just outrageous. It may not necessarily be Game Freak's fault, maybe they've done the best they could, and it's the pressure or lack of support from Nintendo or The Pokemon Company that resulted in all of this. But something definitely needs to change. Collapse",6
1156,"(I'm sorry for my bad English, but I'm Italian)

+FOR
> The new Pokémon designs are fantastic, I love almost all of them
> OSTs are the best in the series
> I quite liked the main characters, they're very well written (except Chairman Rose)

-AGAINST
> Graphics and animations are REALLY bad. It looks like a N64 game
> The plot had excellent potential, but it turned out to be the usual predictable and poorly written story
> Dexit
> The main campaing is only 15 hours long, while older games (like HGSS or BW) lasted something like 40 hours
> Galar is a terrible region, due to its lacking level design > This game's E A S Y. I haven't lost even once
> They removed MegaEvolutions and Z-Moves for Dynamax, the least inspired novelty in the series
> The online is horrible
> If you wanna enjoy a full experience you have ti pay 300$ (Switch) + 60$ (Pokémon Sword or Shield) + 18$ (Pokémon HOME) + 30$ (DLC). More than 400$ for this bad game. Collapse",5
1157,"I think having a mainline Pokemon game on Switch is awesome, and overall I have had a good time with the game. I am well over 150 hours into the game and I enjoy my time shiny hunting and completing my Pokedex. However, the story for this game was atrocious...it was the most mind numbing, hand holding experience that I have ever had in gaming. At every corner I was being told to go do this or go do that, and I was given little freedom to explore and do the game at my own pace. Hop is also super annoying to the point where I would dread going into new towns or going into gym challenges. Besides the story the game is pretty good in my opinion and I hope that GameFreak can pull their act together and make a really great game in the next couple of years. Collapse",6
1158,"No tengo mucho que decir... me encantaría puntuar más alto el juego, en serio. Pero no pienso alabar estas jugadas sucias de gamefreak por mucho que lo tengan ""justificado"" ante el rechazo de sus fans a juegos hechos con cuidado como los de 5ta generación. Espero que les baste solo para atraer público y que a futuro realmente se pongan las pilas con el desarrollo de un buen videojuego, porque todos sabemos que estos no son buenos ejemplares, solo son Pokémon (más o menos). Collapse",0
1159,"I personally find Sword and Shield fine games in the series. Let's get the elephant out of the room, Dexit, a reference to Brexit, is the slang term given to how Game Freak cut out a large amount of pokemon from older games in SWSH. I'm not really going to get into this, as 1) people's main problems with Dexit were how Game Freak handled it, not exactly with Dexit itself in concept, and 2) explaining all the finer details would take forever. All you need to know is a large part of the National Dex was removed from the game, with a promise that some would be brought back later in DLC. Into the actual game, the graphics themselves are pleasant, they're nice to look at, and some attack animations and new pokemon are gorgeous, though there are occasional moments where they felt somewhat lackluster, given this was on a home console, yet looked a lot like the original handheld games. The battle system is the same it always has been, but without the old Mega-Evolutions and Z-moves of previous games, being replaced by the new Dynamax mechanic allowing you to make your pokemon increase in size drastically, with their health being doubled (so long as you've given them enough special candies) and their moves being powered up into ""Max"" attacks for 3 turns, or until the pokemon is defeated or switched out. There are also ""Dynamax raids"" where in the Wild Area, a place I'll get back to later, you're able to engage in battles against permanently Dynamaxed pokemon with up to 3 friends or AI trainers, these are incredibly fun early on, giving great rewards and potentially letting you catch a pokemon with great moves or stats, the problem however is the later you get in the game, the harder Dynamax battles get, and eventually it gets to the point where many raids are basically impossible to do with just AI trainers, thanks to a combination of the Dynamax pokemon having colossal HP bars with multiple shields that require several hits to break, the fact your teammate's are completely random, meaning you might end up with a group of water and flying types against an electric type, the AI of the trainers being absolutely horrendous, and the fact that if 4 of your teams pokemon are KO'd, which is very likely to happen given that AI trainers can't dynamax and are fairly weak, or 10 turns pass, you automatically fail the raid, which can be incredibly infuriating. On the positive side, the Wild Area is a taste of the open world fans have wanted from Pokemon since the game's inception. In the Wild Area, you're able to walk around a large open area with pokemon and raid spots appearing in certain parts of the area, this gives you a colossal amount of Pokemon, both old and new, to use early on. One problem however is that the Wild Area is separated into different sections, each of which have different levels of their pokemon, this is fine, but the problem is that the game will not let you catch pokemon of too high a level until you finish a certain amount of gyms, which is very infuriating given the game won't tell you if a pokemon is too high level until you're already in the fight, effectively just wasting your time. Moving onto the story, this is probably the game's weakest aspect. There really isn't much of a story until the last hour of the game, and even then it's a pretty poor one, you don't really have an enemy team either, just the little Team Yell, which aren't even that dangerous, as all they want to do is help a trainer they especially like. At the very least, the game's characters almost let you pretend the story isn't horrendous. Characters like Marnie, Bede, and Hop are very likeable, with Hop being the only rival since like GSC to actually change somewhat during the story, and these characters make me enjoy the game's fairly constant breaks for dialogue and random chitchat. One of the game's greatest aspects in my opinion is it's soundtrack. Dear god it's great, one of, if not my favorite OST of any pokemon game, with songs like Marnie's Theme, the Battle Tower, and the Gym Leader theme being personal favorites. I feel the game's strongest aspect is it's replayability, which I'd attribute to how many pokemon you have access to, fairly ironic given Dexit. In many pokemon games, most of the pokemon you're really interested are locked until mid to late game, sometimes even being after the champion, SWSH doesn't really have that problem. You're given such a variety of pokemon to choose from early game, even with the level cap, that most playthroughs will have very different teams. All in all, while I most likely wouldn't call SWSH the best pokemon game in the series, I'd probably say it is one of the better ones, with most people's complaints not having to do with the game itself, but with Game Freak and their odd PR decisions. Collapse",8
1160,"A very shallow pokemon experience, with a story and lore where everything happens under the player's nose, and cities that, no matter how big a populous, you only have access to a few houses, besides the extremely short routes. All this for a very badly executed open world that is the Wild Area, where it relies mostly of the online services that are very primitive in Y-Comm. Interesting characters but extremely bad exploited in the game itself. It simply could be a better game with the developers weren't so greedy. Collapse",2
1161,"Decent for the first 50 hours, but then there is no replay ability after that",4
1162,"As a pokemon player, this game is a complete disapointments. Graphics are an insult, wild area is bad imolemented, the game is ridiculously easy, no all pokemons,caves and dungeons are so linear, the history is awfull, to sum up, game is very incompleted.",0
1163,"Ugly graphics (TPC should be ashamed of themselves for that), bad story, weak gameplay and a way too easy game. Definitely the worst RPG of this generation. That's a shame, Pokemon has so much more potential but there isn't passion and boldness anymore.",2
1164,"Juego Recortado, una basura, precio muy alto, las versiones anteriores tenían mas contenido que este, mal juego",0
1165,"el peor pokemon de la historia, juego incompleto, sin contenido completo, pokedex incompleta. una basura",0
1166,"This review contains spoilers. Es un juego pésimo primero de todo es juego es SUPER fácil ya al comenzar te dan una cantidad de dinero absurda segundo el repartir XP es un desastre ya que entre el repartidor, los absurdos caramelos de XP y los pokemons a niveles absurdos en el área salvaje tu equipo siempre va a ir tipo 10 niveles por encima de los enemigos aparte de eso casi todos los npc te regalan items por la cara después la historia es una mierda primero de todo no hay ningún equipo villano porque me rehusó a llamar equipo villano a la mierda de team gel o como se diga y el villano final no tiene sentido porque como la crisis pasara dentro de 1000 años en ese tiempo la tecnología podría mejorar y solucionar todo aparte cuando lo vences el te APLAUDE wtf le acabas de arruinar el plan y el se alegra wtf aparte de eso es el juego con las rutas mas simples y lineales el 99% de ellas son puro pasillo aparte de eso tira a la mierda a los movimientos z a la megaevolucion y al ultravuelo para agregar a putos pokemons grandes por cierto los gráficos son asquerosos parecen de 3ds sin mencio lo unico bueno del juego es el competitivo Collapse",1
1167,"pessimo in tutta la sua interezza (breve interezza)
Post game nullo, tecnica pre 2010 e difficoltà inesistente... Zero chicche e solo corridoi",3
1168,"Llevo jugando a este juego desde pokemon plata, y puedo decir que soy un gran fan. Tenia muchisimo hype con esta entrega, la decepción fue gigante. Ni termine el juego de lo aburrido que era, solo tienes que clickar sin parar y te lo pasas todo, la historia aburrida, 0 dificultad, la falta de los pokemon de generaciones anteriores, el dinamax no hace falta ni opinar de el... no saben con que innovar y se estan cargando la saga. Es triste que prefiera jugar a juegos de hace 10 años antes que a las nuevas entregas. Parece que prefieren sacar juegos con los que contentar a niños de 6 años en vez de hacer un punto medio y gustar tanto a gente nueva como a los que llevamos amando esta saga desde hace mas de 20 años. Collapse",4
